"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물소유구분명","급수시설구분명","년도","다중이용업소여부","시설총규모","위생업종명","위생업태명","총종업원수","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"806","카페바다야","부산광역시 해운대구 중동 1378-95번지 ","부산광역시 해운대구 중동2로 11 (중동, 해운대구청 열린정원내 지정장소)","20161228","운영중","","","","","10.00","612847","","","2016","N","10","휴게음식점","푸드트럭","","","397181.24483900000  ","187345.29195800000  ","3330000-104-2016-00355","영업"
"807","행복한 집","서울특별시 서초구 서초동 1318-11번지 강남역 9,10번출구 외 2개소 ","","20170119","운영중","","","","","10.00","137856","","","2017","Y","10","휴게음식점","푸드트럭","","","202324.713141       ","443985.094905       ","3210000-104-2017-00029","영업"
"808","행복한찻집","충청남도 예산군 덕산면 사천리 25-39번지 ","충청남도 예산군 덕산면 수덕사안길 0","20170202","운영중","","","","","12.63","340921","","상수도전용","2017","N","12.63","휴게음식점","푸드트럭","","","166074.061301       ","350624.120151       ","4610000-104-2017-00003","영업"
"809","하니푸드","광주광역시 동구 학동 55번지 ","광주광역시 동구 제봉로 7 (학동)","20170216","운영중","","","","","8.90","501841","","","2017","N","8.9","휴게음식점","푸드트럭","","","192879.95156400000  ","182511.65180800000  ","3590000-104-2017-00009","영업"
"810","꼬치의왕자","서울특별시 영등포구 여의도동 8번지 여의도 한강공원(92도1917) ","서울특별시 영등포구 여의동로 330 (여의도동, 여의도 한강공원(92도1917))","20161226","운영중","","","","","9.00","150010","","","2016","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2016-00448","영업"
"811","펀푸드트럭(FUNFOODTRUCK)","대구광역시 남구 대명동 317-1번지 영남대학교(병원), 영남이공대학교 ","대구광역시 남구 현충로 170, 영남이공대학교 내 기계공학관 맞은편 공터 (대명동)","20180219","운영중","","","","","","705703","","","2018","N","0","휴게음식점","푸드트럭","","","343443.22014600000  ","262399.80578800000  ","3440000-104-2018-00005","영업"
"812","미스터블랙","강원도 춘천시 송암동 301번지 춘천시종합경기장 ","강원도 춘천시 스포츠타운길 136, 춘천시종합경기장 (송암동)","20180316","운영중","","","","","9.00","200210","","","2018","N","9","휴게음식점","푸드트럭","","","261010.54458900000  ","484236.78015100000  ","4180000-104-2018-00042","영업"
"813","아잉커피","서울특별시 마포구 성산동 533-1번지 마포농수산물시장,마포구시설관리공단 ","서울특별시 마포구 월드컵로 235, 마포농수산물시장 내 (성산동)","20180226","운영중","","","","","11.50","121849","","","2018","N","11.5","휴게음식점","푸드트럭","","","191031.13794300000  ","451745.28087500000  ","3130000-104-2018-00052","영업"
"814","푸르메FS","전라북도 익산시 성당면 와초리 154-4번지 ","전라북도 익산시 성당면 와초길 11, 교도소세트장 주차장","20180308","운영중","","","","","10.00","570852","","","2018","N","10","휴게음식점","푸드트럭","","","193871.95440200000  ","285849.25731400000  ","4680000-104-2018-00018","영업"
"815","행운의 브리또","경기도 과천시 주암동 685번지 한국마사회 ","경기도 과천시 경마공원대로 107, 한국마사회 중문입구 (주암동)","20180212","운영중","","","","","10.00","427711","","","2018","N","10","휴게음식점","푸드트럭","","","201930.71014400000  ","439084.24582200000  ","3970000-104-2018-00007","영업"
"816","잇엔조이","부산광역시 사상구 괘법동 산 1-23번지 신라대학교 공학관 6층 앞 ","부산광역시 사상구 백양대로700번길 140, 신라대학교 (괘법동)","20180223","운영중","","","","","","617060","","","2018","N","0","휴게음식점","푸드트럭","","","382234.98696200000  ","188009.54573200000  ","3390000-104-2018-00009","영업"
"817","골드스타(Gold Star)","경상남도 거제시 고현동 717번지 거제시청 ","경상남도 거제시 계룡로 125, 거제시청 (고현동)","20180305","운영중","","","","","8.89","656720","","","2018","N","8.89","휴게음식점","푸드트럭","","","348274.42128400000  ","155140.79625800000  ","5370000-104-2018-00015","영업"
"818","머스테이크","부산광역시 연제구 거제동 1299번지 부산아시아드주경기장 ","부산광역시 연제구 월드컵대로 344, 아시아드주경기장 앞 중앙광장 주변 (거제동)","20180308","운영중","","","","","4.00","611809","","","2018","N","0","휴게음식점","푸드트럭","","","387481.65207400000  ","190124.85433000000  ","3370000-104-2018-00014","영업"
"819","버뮤다스퀘어","경기도 김포시 고촌읍 신곡리 800-1번지 서울외곽도로 김포TG(외측) 졸음쉼터 ","","20171214","운영중","","","","","10.00","415812","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","178791.107887       ","453881.238534       ","4090000-104-2017-00296","영업"
"820","대한트럭","서울특별시 중구 태평로1가 31번지 광화문광장, 서울광장 ","서울특별시 중구 세종대로 110 (태평로1가, 광화문광장, 서울광장)","20170809","운영중","","","","","12.00","100101","","","","","","","","","","198089.58976900000  ","451906.65903700000  ","3010000-104-2017-00260","영업"
"821","부릉부릉","부산광역시 사하구 다대동 1525번지 고니나루쉼터 앞 도로 ","","20180130","운영중","","","","","","604827","","","2018","N","0","휴게음식점","푸드트럭","","","378297.641309       ","176247.610773       ","3340000-104-2018-00005","영업"
"822","한옥푸드트럭","서울특별시 중구 필동2가 84-1번지 남산골한옥마을 ","서울특별시 중구 퇴계로34길 28, 남산골한옥마을 (필동2가)","20170830","운영중","","","","","6.60","100272","","","","","","","","","","199549.50101600000  ","451119.82859000000  ","3010000-104-2017-00281","영업"
"823","더로드샌드위치","서울특별시 동작구 신대방동 395번지 보라매공원 ","서울특별시 동작구 여의대방로20길 33, 보라매공원 바닥분수 아래 광장 (신대방동)","20180207","운영중","","","","","6.50","156849","","","2018","N","6.5","휴게음식점","푸드트럭","","","193243.31508400000  ","444024.85867400000  ","3190000-104-2018-00016","영업"
"824","오빠분식","광주광역시 서구 마륵동 183-10번지 ","광주광역시 서구 상무대로 627 (마륵동)","20180302","운영중","","","","","10.00","502157","","상수도전용","2018","N","10","휴게음식점","푸드트럭","","","184867.45718300000  ","182772.25209900000  ","3600000-104-2018-00029","영업"
"825","창원졸음쉼터푸드트럭","경상남도 창원시 의창구 동정동 495번지 남해1지선(창원-부산)졸음쉼터 ","","20171219","운영중","","","","","10.33","641490","","상수도전용","2017","N","10.33","휴게음식점","푸드트럭","","","346543.582726       ","197172.505034       ","5670123-104-2017-00186","영업"
"826","만랩(MAN LAB)","경기도 수원시 영통구 원천동 산 5-1번지 아주대학교 원천정보관 비상계단 앞 공지 ","경기도 수원시 영통구 월드컵로 206, 아주대학교 원천정보관 비상계단 앞 공지 (원천동)","20180305","운영중","","","","","10.00","443380","","","2018","N","0","휴게음식점","푸드트럭","","","203977              ","419689              ","5610000-104-2018-00031","영업"
"827","핑카","경상남도 거제시 일운면 소동리 457-10번지 지세포항 친수공간 ","","20180306","운영중","","","","","10.00","656892","","","2018","N","10","휴게음식점","푸드트럭","","","355577.109493       ","150258.693028       ","5370000-104-2018-00016","영업"
"828","소노빌리지푸드트럭","강원도 홍천군 서면 팔봉리 1290-2번지 대명비발디파크 ","강원도 홍천군 서면 한치골길 262 (소노빌리지)","20171207","운영중","","","","","10.00","250856","","","2017","N","10","휴게음식점","푸드트럭","","","260925.32390500000  ","461634.02437700000  ","4250000-104-2017-00036","영업"
"829","윤아네","부산광역시 동래구 사직동 930번지 ","부산광역시 동래구 사직로 45, 야구장 뒤편 조각광장 주변 (사직동)","20171226","운영중","","","","","4.50","607861","","","2017","N","4.5","휴게음식점","푸드트럭","","","387901.39287200000  ","190682.93409200000  ","3300000-104-2017-00138","영업"
"830","국제시장 153","부산광역시 연제구 거제동 1299번지 부산아시아드주경기장 ","부산광역시 연제구 월드컵대로 344, 부산아시아드주경기장 앞 중앙광장 주변 (거제동)","20180119","운영중","","","","","","611809","","","2018","N","0","휴게음식점","푸드트럭","","","387481.65207400000  ","190124.85433000000  ","3370000-104-2018-00004","영업"
"831","더키친소울","서울특별시 마포구 성산동 533-1번지 마포농수산물시장,마포구시설관리공단 ","서울특별시 마포구 월드컵로 235, 마포농수산물시장,마포구시설관리공단 (성산동)","20180221","운영중","","","","","11.50","121849","","","2018","N","11.5","휴게음식점","푸드트럭","","","191031.13794300000  ","451745.28087500000  ","3130000-104-2018-00045","영업"
"832","이케멘","부산광역시 기장군 장안읍 좌천리 545번지 부산프리미엄아울렛 ","부산광역시 기장군 장안읍 정관로 1133, 부산프리미엄아울렛","20180307","운영중","","","","","10.00","619953","","상수도전용","2018","N","10","휴게음식점","푸드트럭","","","403236.19285100000  ","205312.20145700000  ","3400000-104-2018-00012","영업"
"833","라오샌드위치","부산광역시 기장군 장안읍 좌천리 545번지 부산프리미엄아울렛 ","부산광역시 기장군 장안읍 정관로 1133, 부산프리미엄아울렛","20180307","운영중","","","","","10.00","619953","","","2018","N","10","휴게음식점","푸드트럭","","","403236.19285100000  ","205312.20145700000  ","3400000-104-2018-00013","영업"
"834","꼬지쟁이","대구광역시 달서구 두류동 산 302-11번지 ","대구광역시 달서구 두류공원로 200, 타워 4층 광장 (두류동)","20180330","운영중","","","","","7.00","704060","","상수도전용","2018","N","7","휴게음식점","푸드트럭","","","341524.40681600000  ","263076.64774100000  ","3470000-104-2018-00069","영업"
"835","샤르르 눈꽃튀김","광주광역시 동구 학동 61-22번지 ","광주광역시 동구 제봉로17번길 1 (학동)","20180209","운영중","","","","","","501841","","","2018","N","0","휴게음식점","푸드트럭","","","192887.46952900000  ","182640.83098300000  ","3590000-104-2018-00014","영업"
"836","와일드브로(98노2086호)","경상북도 구미시 도량동 472-4번지 선기졸음쉼터 (부산방향) ","","20171204","운영중","","","","","10.30","730908","","","2017","N","10.3","휴게음식점","푸드트럭","","","318398.887351       ","293663.39599        ","5080000-104-2017-00265","영업"
"837","케미디아(98노2083호)","경상북도 구미시 도량동 333-2번지 선기졸음쉼터 (서울방향) ","","20171204","운영중","","","","","10.30","730908","","","2017","N","10.3","휴게음식점","푸드트럭","","","318566.991864       ","293673.871113       ","5080000-104-2017-00266","영업"
"838","홀릭닭강정","울산광역시 남구 삼산동 1527-1번지 삼산디자인거리 눈꽃축제 ","","20171221","운영중","","","","","","680817","","","2017","N","0","휴게음식점","푸드트럭","","","411921.831914       ","229236.942747       ","3700000-104-2017-00283","영업"
"839","꾸이꾸이","울산광역시 남구 삼산동 127-1번지 삼산디자인거리 눈꽃축제 행사장 ","","20171221","운영중","","","","","","680813","","","2017","N","0","휴게음식점","푸드트럭","","","","","3700000-104-2017-00284","영업"
"840","동네방네","경상북도 포항시 북구 흥해읍 죽천리 산 55번지 포항대학교 학교주차장 ","경상북도 포항시 북구 흥해읍 신덕로 60, 포항대학교 학교주차장","20180405","운영중","","","","","9.40","791941","","","2018","N","9.4","휴게음식점","푸드트럭","","054 277 9270","417353.95262700000  ","290434.43945700000  ","5040000-104-2018-00045","영업"
"841","대니대니(Danny Danny)","서울특별시 종로구 서린동 93-2번지 청계천보행전용거리(무교동사거리~광통교사거리) ","","20180329","운영중","","","","","9.00","110110","","","2018","N","9","휴게음식점","푸드트럭","","001037833167","198196.070657       ","451877.638292       ","3000000-104-2018-00056","영업"
"842","오렌지키친","서울특별시 종로구 서린동 93-2번지 청계천보행자전용거리(무교동사거리~광통교사거리) ","","20180329","운영중","","","","","9.00","110110","","","2018","N","9","휴게음식점","푸드트럭","","001036198837","198196.070657       ","451877.638292       ","3000000-104-2018-00057","영업"
"843","숯불닭구이","충청북도 진천군 문백면 구곡리 87번지 중부선 농다리 졸음쉼터 ","","20171208","운영중","","","","","25.00","365862","","","2017","N","25","휴게음식점","푸드트럭","","","243997.948155       ","370480.140509       ","4450000-104-2017-00073","영업"
"844","대성산","강원도 철원군 철원읍 사요리 158-2번지 ","","20180116","운영중","","","","","","269820","","","2018","N","0","휴게음식점","푸드트럭","","","217537.43762        ","528017.185058       ","4300000-104-2018-00001","영업"
"845","집 나온 떡볶이","강원도 철원군 철원읍 사요리 158-2번지 ","","20180116","운영중","","","","","5.25","269820","","","2018","N","5.25","휴게음식점","푸드트럭","","","217537.43762        ","528017.185058       ","4300000-104-2018-00002","영업"
"846","와래이","대구광역시 서구 이현동 48-144번지 서구문화회관 ","대구광역시 서구 당산로 403, 서구문화회관 (이현동)","20180328","운영중","","","","","10.00","703830","","상수도전용","2018","N","10","휴게음식점","푸드트럭","","","339580.18716500000  ","265033.01723400000  ","3430000-104-2018-00017","영업"
"847","마이츄푸드트럭","경기도 광주시 곤지암읍 삼리 72-1번지 광주도자기엑스포장 ","경기도 광주시 곤지암읍 경충대로 727, 광주도자기엑스포장","20180417","운영중","","","","","9.00","464873","","","2018","N","9","휴게음식점","푸드트럭","","","228958              ","427890              ","5540000-104-2018-00049","영업"
"848","석꾼 닭꼬치","경상남도 김해시 봉황동 431번지 김해민속박물관 ","경상남도 김해시 분성로261번길 35, 대성동 고분군 일원 (봉황동)","20180417","운영중","","","","","10.00","621040","","","2018","N","10","휴게음식점","푸드트럭","","","370850.20510000000  ","194739.28123100000  ","5350000-104-2018-00090","영업"
"849","콩지커피","경상남도 김해시 봉황동 431번지 대성동 고분군 일원 ","경상남도 김해시 분성로261번길 35, 대성동 고분군 일원 (봉황동)","20180417","운영중","","","","","10.00","621040","","상수도전용","2018","N","10","휴게음식점","푸드트럭","","","370850.20510000000  ","194739.28123100000  ","5350000-104-2018-00091","영업"
"850","한끼트럭","서울특별시 강남구 삼성동 159번지 코엑스 ","서울특별시 강남구 영동대로 513, 코엑스 지상1층 (삼성동)","20180417","운영중","","","","","6.00","135731","","","2018","N","6","휴게음식점","푸드트럭","","","205230.34201100000  ","445818.07172100000  ","3220000-104-2018-00266","영업"
"851","카유스테이키","전라남도 화순군 도곡면 효산리 64번지 일원, 2018 화순 고인돌문화축제 현장 ","","20180418","운영중","","","","","9.50","519833","","","2018","N","9.5","휴게음식점","푸드트럭","","","192500.433963       ","165197.073622       ","4900000-104-2018-00016","영업"
"852","엠비셔스(AMBITIOUS)","서울특별시 서초구 잠원동 122-1번지 한강공원달빛광장 ","","20180404","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00126","영업"
"853","악당트럭","세종특별자치시 조치원읍 침산리 226-1번지 세종문화예술회관 ","세종특별자치시 조치원읍 문예회관길 22, 세종문화예술회관","20180418","운영중","","","","","2.00","339887","","","2018","N","2","휴게음식점","푸드트럭","","","225754.94020700000  ","344643.16214600000  ","5690000-104-2018-00054","영업"
"854","숲길여행","서울특별시 종로구 서린동 93-2번지 ","","20180418","운영중","","","","","9.00","110110","","","2018","N","9","휴게음식점","푸드트럭","","","198196.070657       ","451877.638292       ","3000000-104-2018-00070","영업"
"855","엠제이푸드트럭","강원도 춘천시 근화동 538-1번지 ","강원도 춘천시 영서로 2527, 2018평창동계올림픽 G-30 레이저 불꽃축제 (근화동)","20180111","운영중","","","","","10.00","200931","","","2018","N","10","휴게음식점","푸드트럭","","","262856.51165000000  ","487360.95710000000  ","4180000-104-2018-00005","영업"
"856","청춘스넥","경상남도 사천시 곤양면 맥사리 165-7번지 ","","20171213","운영중","","","","","10.00","664914","","","2017","N","10","휴게음식점","푸드트럭","","","286114.278935       ","173091.896607       ","5340000-104-2017-00074","영업"
"857","꿀삐닭강정","경상남도 거제시 양정동 981번지 거제시보건소 ","","20180313","운영중","","","","","9.06","656806","","","2018","N","9.06","휴게음식점","푸드트럭","","","349545.585278       ","156020.553703       ","5370000-104-2018-00017","영업"
"858","메니피","제주특별자치도 제주시 애월읍 유수암리 1206번지 한국마사회제주경마본부 ","제주특별자치도 제주시 애월읍 평화로 2144, 한국마사회제주경마본부","20180102","운영중","","","","","15.00","695794","","","2018","N","15","휴게음식점","푸드트럭","","064 7829866","144362.25030900000  ","-9886.53292526000   ","6510000-104-2018-00001","영업"
"859","청춘을마시다","경기도 안양시 동안구 비산동 1023번지 안양종합운동장 내 ","경기도 안양시 동안구 평촌대로 389, 안양종합운동장 내 (비산동)","20180319","운영중","","","","","8.50","431847","","","2018","N","8.5","휴게음식점","푸드트럭","","","195518.44696300000  ","434052.23629200000  ","3850000-104-2018-00038","영업"
"860","월맹청년","서울특별시 마포구 성산동 533-1번지 마포농수산물시장 내 ","서울특별시 마포구 월드컵로 235, 마포농수산물시장 내 (성산동)","20180413","운영중","","","","","11.50","121849","","","2018","N","11.5","휴게음식점","푸드트럭","","07075357095","191031.13794300000  ","451745.28087500000  ","3130000-104-2018-00121","영업"
"861","로컬푸드트럭","경상남도 창녕군 부곡면 학포리 131-22번지 ","","20180413","운영중","","","","","4.64","635892","","상수도전용","2018","N","4.64","휴게음식점","푸드트럭","","","349169.630372       ","210027.260994       ","5410000-104-2018-00008","영업"
"862","호관점","서울특별시 강남구 삼성동 159번지 코엑스 ","서울특별시 강남구 영동대로 513, 코엑스 지상3층 C홀호 (삼성동)","20180214","운영중","","","","","","135731","","","2018","N","10","휴게음식점","푸드트럭","","","205230.34201100000  ","445818.07172100000  ","3220000-104-2018-00108","영업"
"863","치면식당","충청남도 아산시 풍기동 366-1번지 이순신종합운동장 ","충청남도 아산시 남부로 370-24, 이순신종합운동장 (풍기동)","20180228","운영중","","","","","11.70","336060","","","2018","N","11.7","휴게음식점","푸드트럭","","031 7667252","201937.34893800000  ","363288.70087000000  ","4520000-104-2018-00018","영업"
"864","비자르","충청남도 아산시 풍기동 366-1번지 이순신종합운동장 ","충청남도 아산시 남부로 370-24, 이순신종합운동장 (풍기동)","20180228","운영중","","","","","9.10","336060","","","2018","N","9.1","휴게음식점","푸드트럭","","","201937.34893800000  ","363288.70087000000  ","4520000-104-2018-00019","영업"
"865","한양대학교협동조합하이쿱(HYCOOP)1","서울특별시 성동구 사근동 110번지 한양대학교 ","서울특별시 성동구 왕십리로 222, 한양대학교 생활과학대앞 (사근동)","20180228","운영중","","","","","13.50","133817","","","2018","N","13.5","휴게음식점","푸드트럭","","02  22202977","204410.37308000000  ","451211.86396500000  ","3030000-104-2018-00022","영업"
"866","한양대학교협동조합하이쿱(HYCOOP)2","서울특별시 성동구 사근동 110번지 한양대학교 ","서울특별시 성동구 왕십리로 222, 한양대학교 생활과학대학앞 (사근동)","20180228","운영중","","","","","9.36","133817","","","2018","N","9.36","휴게음식점","푸드트럭","","02  22202977","204410.37308000000  ","451211.86396500000  ","3030000-104-2018-00023","영업"
"867","맛에반하다","서울특별시 강서구 화곡동 953-1번지 케이씨대학교 (지상 1층) 본관 앞 ","서울특별시 강서구 까치산로24길 47, 케이씨대학교 본관 앞 1층 (화곡동)","20180228","운영중","","","","","10.00","157911","","상수도전용","2018","N","10","휴게음식점","푸드트럭","","","187255.07401800000  ","449962.38606800000  ","3150000-104-2018-00046","영업"
"868","스테이큰","서울특별시 노원구 월계동 648번지 인덕대학교 ","서울특별시 노원구 초안산로 12, 인덕대학교 내(학생휴게건물 옆쪽) (월계동)","20180227","운영중","","","","","","139749","","","2018","N","0","휴게음식점","푸드트럭","","","205021.15657700000  ","459256.81538900000  ","3100000-104-2018-00021","영업"
"869","꽈배기팩토리","서울특별시 노원구 월계동 648번지 인덕대학교,인덕공업고등학교 ","서울특별시 노원구 초안산로 12, 인덕대학교 내(학생휴게건물 옆쪽) (월계동)","20180227","운영중","","","","","","139749","","","2018","N","0","휴게음식점","푸드트럭","","","205021.15657700000  ","459256.81538900000  ","3100000-104-2018-00022","영업"
"870","월광","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330, 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","20180329","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00087","영업"
"871","미스꼬레아","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330, 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","20180329","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00088","영업"
"872","토리도리","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330, 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","20180329","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00089","영업"
"873","깡패팩토리&쇼타임","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330, 서울밤도깨비야시장 여의도 한강공원 물빛광장(80가4255) (여의도동)","20180329","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00090","영업"
"874","샤우","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장(82어4800) ","서울특별시 영등포구 여의동로 330, 서울밤도깨비야시장 여의도 한강공원 물빛광장(82어4800) (여의도동)","20180329","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00091","영업"
"875","판타이와롱","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330, 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","20180329","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00092","영업"
"876","아이피자유(IPIZZAU)","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330, 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","20180329","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00093","영업"
"877","파라다이스커피","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330, 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","20180329","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00094","영업"
"878","레드컨시","강원도 평창군 대관령면 용산리 130번지 용평리조트 내 스키장 ","강원도 평창군 대관령면 올림픽로 715, 용평리조트 내 스키장","20180504","운영중","","","","","10.00","232952","","","2018","N","10","휴게음식점","푸드트럭","","","351086.93729000000  ","463860.56273400000  ","4280000-104-2018-00007","영업"
"879","피카소'스키친(picasso's kitchen)","서울특별시 광진구 능동 18번지 어린이대공원 희망나루옆 ","서울특별시 광진구 능동로 216, 어린이대공원 1층 (능동)","20180302","운영중","","","","",".00","143847","","","2018","N","0","휴게음식점","푸드트럭","","","207872.04742900000  ","450340.02105700000  ","3040000-104-2018-00047","영업"
"880","우탄업푸드트럭","경기도 고양시 일산서구 대화동 2600번지 킨텍스 제1전시장 앞 공터 ","경기도 고양시 일산서구 킨텍스로 217-60, 킨텍스 제1전시장 앞 공터  (대화동)","20180302","운영중","","","","",".00","411766","","","2018","N","0","휴게음식점","푸드트럭","","","177362              ","462910              ","4100100-104-2018-00061","영업"
"881","케밥유니벌시티(Kebab University)","경상남도 양산시 원동면 용당리 16-23번지 ","","20180316","운영중","","","","","9.04","626835","","","2018","N","9.04","휴게음식점","푸드트럭","","","373842.992026       ","209763.851986       ","5380000-104-2018-00040","영업"
"882","무라쫌","경상남도 양산시 원동면 영포리 16-23번지 원동매화축제 원동교 특설무대 ","","20180316","운영중","","","","","10.00","626833","","","2018","N","10","휴게음식점","푸드트럭","","","","","5380000-104-2018-00042","영업"
"883","오롯한식당","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330, 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","20180330","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00095","영업"
"884","불고기파티","서울특별시 영등포구 여의도동 8번지 서울밤도깨비야시장 여의도 한강공원 물빛광장 ","서울특별시 영등포구 여의동로 330, 서울밤도깨비야시장 여의도 한강공원 물빛광장 (여의도동)","20180330","운영중","","","","","9.00","150010","","","2018","N","9","휴게음식점","푸드트럭","","","194130.21270900000  ","447430.46500200000  ","3180000-104-2018-00096","영업"
"885","드링크업","서울특별시 금천구 가산동 717번지 독산역2번출구 앞 광장 ","서울특별시 금천구 벚꽃로 115, 독산역2번출구 앞 광장 (가산동)","20180406","운영중","","","","","10.00","153023","","","2018","N","10","휴게음식점","푸드트럭","","","190225.83347100000  ","440734.89599300000  ","3170000-104-2018-00043","영업"
"886","푸드 그라운드","광주광역시 동구 서석동 375번지 조선대학교 1층 ","광주광역시 동구 필문대로 309, 조선대학교 1층 (서석동)","20180220","운영중","","","","","9.40","501759","","","2018","N","9.4","휴게음식점","푸드트럭","","","194150.43150400000  ","183294.99057700000  ","3590000-104-2018-00016","영업"
"887","핸드메이드 아이스크림","서울특별시 서초구 잠원동 122-1번지 ","","20180329","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00106","영업"
"888","라온쿡","서울특별시 서초구 잠원동 122-1번지 반포 한강공원 달빛광장 ","","20180329","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00107","영업"
"889","삼박자","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","20180329","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00108","영업"
"890","88푸드트럭","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","20180329","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00109","영업"
"891","발닭발닭","서울특별시 서초구 잠원동 122-1번지 반포 한강공원 달빛광장 ","","20180329","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00110","영업"
"892","그릴드 쿠반","서울특별시 서초구 반포동 122-1번지 ","","20180329","운영중","","","","","10.00","137040","","","2018","N","10","휴게음식점","푸드트럭","","","200893.724617       ","444545.32926        ","3210000-104-2018-00111","영업"
"893","모히또앤카페","서울특별시 서초구 잠원동 122-1번지 ","","20180329","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00112","영업"
"894","춘향전","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","20180329","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00113","영업"
"895","카프리 푸드트럭","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","20180329","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00115","영업"
"896","UMUgrillhouse","서울특별시 서초구 잠원동 122-1번지 달빛공원 ","","20180329","운영중","","","","","10.00","137030","","","2018","N","10","휴게음식점","푸드트럭","","","200081.011802       ","445654.355815       ","3210000-104-2018-00116","영업"
