"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물소유구분명","급수시설구분명","년도","다중이용업소여부","시설총규모","위생업종명","위생업태명","총종업원수","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"1248","깽스터커피","충청남도 아산시 풍기동 337-6번지 이순신종합운동장 이벤트존 ","충청남도 아산시 남부로 370-24 (풍기동, 이순신종합운동장 이벤트존)","20170502","운영중","","","","","9.15","336060","","","2017","N","9.15","휴게음식점","푸드트럭","","","201937.34893800000  ","363288.70087000000  ","4520000-104-2017-00049","영업"
"1249","머거버거푸드트럭","경기도 수원시 장안구 조원동 775번지 수원종합운동장 야구장(보조트랙) ","경기도 수원시 장안구 경수대로 893 (조원동)","20170502","운영중","","","","","16.20","440849","","","2017","N","16.2","휴게음식점","푸드트럭","","","201124.74167700000  ","422396.92719700000  ","3750000-104-2017-00046","영업"
"1250","송이푸드","울산광역시 남구 옥동 146-1번지 ","울산광역시 남구 대공원로 94 (옥동, 울산대공원 SK광장)","20170515","운영중","","","","","","680843","","","2017","N","0","휴게음식점","푸드트럭","","","408064.17985100000  ","228481.45271300000  ","3700000-104-2017-00091","영업"
"1251","촌놈닭꼬치","울산광역시 남구 옥동 146-1번지 ","울산광역시 남구 대공원로 94 (옥동, 울산대공원 SK광장)","20170515","운영중","","","","","","680843","","","2017","N","0","휴게음식점","푸드트럭","","","408064.17985100000  ","228481.45271300000  ","3700000-104-2017-00092","영업"
"1252","준푸드","울산광역시 남구 옥동 146-1번지 ","울산광역시 남구 대공원로 94 (옥동, 울산대공원 SK광장)","20170515","운영중","","","","","","680843","","","2017","N","0","휴게음식점","푸드트럭","","","408064.17985100000  ","228481.45271300000  ","3700000-104-2017-00093","영업"
"1253","블랙카우","울산광역시 남구 옥동 146-1번지 ","울산광역시 남구 대공원로 94 (옥동, 울산대공원 SK광장)","20170515","운영중","","","","","","680843","","","2017","N","0","휴게음식점","푸드트럭","","","408064.17985100000  ","228481.45271300000  ","3700000-104-2017-00094","영업"
"1254","집나온오빠","울산광역시 남구 옥동 146-1번지 ","울산광역시 남구 대공원로 94 (옥동, 울산대공원 SK광장)","20170515","운영중","","","","","","680843","","","2017","N","0","휴게음식점","푸드트럭","","","408064.17985100000  ","228481.45271300000  ","3700000-104-2017-00095","영업"
"1255","젠틀램","울산광역시 남구 옥동 146-1번지 ","울산광역시 남구 대공원로 94 (옥동, 울산대공원 SK광장)","20170515","운영중","","","","","","680843","","","2017","N","0","휴게음식점","푸드트럭","","","408064.17985100000  ","228481.45271300000  ","3700000-104-2017-00096","영업"
"1256","홀릭커피","울산광역시 남구 옥동 146-1번지 ","울산광역시 남구 대공원로 94 (옥동, 울산대공원 SK광장)","20170515","운영중","","","","","","680843","","","2017","N","0","휴게음식점","푸드트럭","","","408064.17985100000  ","228481.45271300000  ","3700000-104-2017-00097","영업"
"1257","육셰프","","경기도 과천시 경마공원대로 107 (주암동)","20170504","운영중","","","","","10.00","","","","2017","N","10","휴게음식점","푸드트럭","","","201930.71014400000  ","439084.24582200000  ","3970000-104-2017-00016","영업"
"1258","더 트래블 트럭","","경기도 과천시 경마공원대로 107 (주암동)","20170504","운영중","","","","","10.00","","","","2017","N","10","휴게음식점","푸드트럭","","","201930.71014400000  ","439084.24582200000  ","3970000-104-2017-00017","영업"
"1259","SAMFOOD","","경기도 과천시 상하벌로 110, 1층 (과천동, 과천국립과학관 야외전시관 기차앞)","20170523","운영중","","","","","30.30","","","상수도전용","2017","N","30.3","휴게음식점","푸드트럭","","","200504.77619600000  ","437804.66429200000  ","3970000-104-2017-00023","영업"
"1260","대디스쿡","강원도 춘천시 근화동 694번지 ","강원도 춘천시 이디오피아길 25 (근화동)","20170523","운영중","","","","","9.31","200931","","상수도전용","2017","N","9.31","휴게음식점","푸드트럭","","","262426.25545000000  ","486321.36145000000  ","4180000-104-2017-00061","영업"
"1261","쉬즈트럭","강원도 춘천시 근화동 694번지 ","강원도 춘천시 이디오피아길 25 (근화동)","20170523","운영중","","","","","9.39","200931","","상수도전용","2017","N","9.39","휴게음식점","푸드트럭","","","262426.25545000000  ","486321.36145000000  ","4180000-104-2017-00062","영업"
"1262","청춘쉬어가다","강원도 춘천시 근화동 694번지 ","강원도 춘천시 이디오피아길 25 (근화동)","20170523","운영중","","","","","8.57","200931","","상수도전용","2017","N","8.57","휴게음식점","푸드트럭","","","262426.25545000000  ","486321.36145000000  ","4180000-104-2017-00063","영업"
"1263","원식당","경기도 고양시 일산서구 대화동 2600번지 킨텍스제1전시장 ","경기도 고양시 일산서구 킨텍스로 217-60 (대화동, 킨텍스제1전시장)","20170523","운영중","","","","","","411766","","","2017","N","0","휴게음식점","푸드트럭","","","177362              ","462910              ","4100100-104-2017-00114","영업"
"1264","1991핫도그","인천광역시 서구 경서동 836-90번지 인천청라지구베어즈베스골프클럽 내 ","인천광역시 서구 청라대로316번길 45 (경서동, 인천청라지구베어즈베스골프클럽 내)","20170616","운영중","","","","","10.00","404170","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","167950.47284400000  ","449966.61878500000  ","3560000-104-2017-00136","영업"
"1265","모스버거","인천광역시 서구 경서동 836-90번지 ","인천광역시 서구 청라대로316번길 45 (경서동, 베어즈베스트 청라골프클럽 내(98나2626))","20170616","운영중","","","","","10.00","404170","","","2017","N","10","휴게음식점","푸드트럭","","","167950.47284400000  ","449966.61878500000  ","3560000-104-2017-00137","영업"
"1266","커몽","강원도 양구군 양구읍 상리 505번지 ","강원도 양구군 양구읍 양록길23번길 17","20170707","운영중","","","","","11.50","255802","","상수도전용","2017","N","11.5","휴게음식점","푸드트럭","","","286334.91677400000  ","512485.49031900000  ","4320000-104-2017-00007","영업"
"1267","황금발 푸드트럭","경기도 수원시 장안구 송죽동 239-5번지 만석공원 푸드트럭존, 야외음악당 주변 ","","20170619","운영중","","","","","9.73","440800","","","2017","N","9.73","휴게음식점","푸드트럭","","","200169.286103       ","422217.695523       ","3750000-104-2017-00063","영업"
"1268","올스테이블","서울특별시 영등포구 여의도동 85번지 여의도한강공원 녹음수광장(81두6452) ","","20170727","운영중","","","","","9.00","150897","","","2017","N","9","휴게음식점","푸드트럭","","","194300.99365        ","446999.146157       ","3180000-104-2017-00206","영업"
"1269","풀잎채","서울특별시 영등포구 여의도동 85-1번지 이랜드크루즈 선착장 앞 둔치(82수3957) ","서울특별시 영등포구 여의동로 290 (여의도동, 이랜드크루즈 선착장 앞 둔치(82수3957))","20170720","운영중","","","","","9.00","150897","","","2017","N","9","휴게음식점","푸드트럭","","","194555.73440100000  ","447370.94940600000  ","3180000-104-2017-00197","영업"
"1270","GRAB A BITE","서울특별시 중구 장충동2가 산 14-67번지 국립중앙극장 문화광장 ","서울특별시 중구 장충단로 59 (장충동2가, 국립중앙극장 문화광장)","20170705","운영중","","","","","3.30","100857","","","2017","N","3.3","휴게음식점","푸드트럭","","","200043.44200200000  ","450497.40187300000  ","3010000-104-2017-00222","영업"
"1271","레드웨건","대전광역시 유성구 도룡동 3-8번지 엑스포과학공원 한빛광장 ","대전광역시 유성구 엑스포로 85 (도룡동, 엑스포과학공원 한빛광장)","20170614","운영중","","","","","8.73","305340","","","2017","N","8.73","휴게음식점","푸드트럭","","","234904.94680900000  ","319662.63171300000  ","3670000-104-2017-00127","영업"
"1272","이지포크","대전광역시 유성구 도룡동 3-8번지 엑스포과학공원 한빛광장 ","대전광역시 유성구 엑스포로 85 (도룡동, 엑스포과학공원 한빛광장)","20170614","운영중","","","","","7.80","305340","","","2017","N","7.8","휴게음식점","푸드트럭","","","234904.94680900000  ","319662.63171300000  ","3670000-104-2017-00128","영업"
"1273","쏭앤","서울특별시 송파구 잠실동 1-1번지 ","서울특별시 송파구 한가람로 65 (잠실동, 잠실한강공원 (푸드트럭))","20170721","운영중","","","","","10.00","138889","","","2017","N","10","휴게음식점","푸드트럭","","","207667.93851400000  ","446464.09794000000  ","3230000-104-2017-00323","영업"
"1274","인디커피 푸드트럭","서울특별시 송파구 잠실동 1-1번지 ","서울특별시 송파구 한가람로 65 (잠실동, 잠실한강지구 백사장일대)","20170721","운영중","","","","","10.00","138889","","","2017","N","10","휴게음식점","푸드트럭","","","207667.93851400000  ","446464.09794000000  ","3230000-104-2017-00327","영업"
"1275","런던솜사탕","서울특별시 영등포구 여의도동 85-1번지 한강아라호 선착장 일대(90너9909) ","서울특별시 영등포구 여의동로 290 (여의도동, 한강아라호 선착장 일대(90너9909))","20170801","운영중","","","","","9.00","150897","","","2017","N","9","휴게음식점","푸드트럭","","","194555.73440100000  ","447370.94940600000  ","3180000-104-2017-00210","영업"
"1276","더립스","대구광역시 달서구 두류동 산 302-11번지 ","대구광역시 달서구 두류공원로 200 (두류동, 부메랑스낵 옆)","20170801","운영중","","","","","21.00","704060","","","2017","N","21","휴게음식점","푸드트럭","","","341524.40681600000  ","263076.64774100000  ","3470000-104-2017-00183","영업"
"1277","레몬양 츄남","전라남도 무안군 일로읍 산정리 842-5번지 ","전라남도 무안군 일로읍 백련로 339-20","20170706","운영중","","","","","10.00","534902","","","2017","N","10","휴게음식점","푸드트럭","","","156789.89017400000  ","151978.22599900000  ","4950000-104-2017-00032","영업"
"1278","햅스후(HABS.HU)","경기도 화성시 봉담읍 상리 460번지 장안대학교 교내 ","경기도 화성시 봉담읍 삼천병마로 1182 (장안대학교 교내)","20170920","운영중","","","","","9.23","445756","","","2017","N","9.23","휴게음식점","푸드트럭","","","195334.83743700000  ","412550.41281400000  ","5530000-104-2017-00295","영업"
"1279","타파스트럭","서울특별시 종로구 세종로 76-2번지 광화문시민열린마당 ","","20170920","운영중","","","","","9.00","110050","","","2017","N","9","휴게음식점","푸드트럭","","","198023.471633       ","452546.247295       ","3000000-104-2017-00186","영업"
"1280","울산미스터(Mr)오튀김","경상남도 김해시 수가동 1333번지 더비랜드 내 ","경상남도 김해시 가락대로 929-1 (수가동, 더비랜드 내)","20170728","운영중","","","","","300.00","621310","","상수도전용","2017","N","300","휴게음식점","푸드트럭","","","370597.98677700000  ","186043.59657300000  ","5350000-104-2017-00214","영업"
"1281","대박푸드","","세종특별자치시 마음로 284 (고운동, 고운동복합커뮤니센터인근(30다8088))","20170922","운영중","","","","","4.48","","","","2017","N","4.48","휴게음식점","푸드트럭","","","221139              ","335455              ","5690000-104-2017-00151","영업"
"1282","튀가네","","세종특별자치시 마음로 284 (고운동, 고운동 복합커뮤니티센터)","20170922","운영중","","","","","1.34","","","","2017","N","1.34","휴게음식점","푸드트럭","","","221139              ","335455              ","5690000-104-2017-00154","영업"
"1283","오감","대구광역시 달서구 성당동 169-13번지 ","대구광역시 달서구 공원순환로 237 (성당동, 두류워터파크 야외수영장 내)","20170629","운영중","","","","","9.00","704080","","","2017","N","9","휴게음식점","푸드트럭","","","341186.61759200000  ","262190.81272400000  ","3470000-104-2017-00153","영업"
"1284","흥미반점","경기도 양평군 양평읍 양근리 448-8번지 ","경기도 양평군 양평읍 군청앞길 2 (군청앞사거리)","20170907","운영중","","","","","10.00","476802","","","2017","N","10","휴게음식점","푸드트럭","","","243160.30554100000  ","443753.63275600000  ","4170000-104-2017-00054","영업"
"1285","솔이네","서울특별시 서초구 서초동 1318-11번지 강남역 9번,10번 출구 앞 ","","20170609","운영중","","","","","10.00","137856","","","2017","N","10","휴게음식점","푸드트럭","","","202324.713141       ","443985.094905       ","3210000-104-2017-00266","영업"
"1286","넘버원트럭","경기도 부천시 춘의동 8번지 부천종합운동장 주경기장 내 북1문 옆 공간 ","경기도 부천시 소사로 482 (춘의동, 부천종합운동장 주경기장 내 북1문 옆 공간)","20170609","운영중","","","","","10.00","","","","2017","N","0","휴게음식점","푸드트럭","","","182093              ","444294              ","3860000-104-2017-00209","영업"
"1287","못난이꽈배기","충청남도 서천군 장항읍 신창리 110번지 ","충청남도 서천군 장항읍 성화로 104","20170911","운영중","","","","","9.30","325903","","","2017","N","9.3","휴게음식점","푸드트럭","","","172466.87759700000  ","279866.88882000000  ","4580000-104-2017-00017","영업"
"1288","블랙콩엠","경기도 안양시 만안구 안양동 530번지 만안구청 내 정자 옆 ","경기도 안양시 만안구 안양로 128, 지상1층 (안양동, 만안구청 내 정자 옆)","20170526","운영중","","","","","10.00","430718","","상수도전용","2017","N","10","휴게음식점","푸드트럭","","","193932              ","431572              ","3840000-104-2017-00056","영업"
"1289","떡모푸드트럭","충청남도 공주시 웅진동 360번지 ","충청남도 공주시 관광단지길 34 (웅진동)","20170501","운영중","","","","","27.00","314020","","","2017","N","27","휴게음식점","푸드트럭","","","210128.69715900000  ","329817.17852200000  ","4500000-104-2017-00025","영업"
