EVENT	SECTOR	DATE	INFLOW_CD	INFLOW_NM1	INFLOW_NM2	INFLOW_NM3	INFLOW_NM4	SUM	SUM_M	SUM_F	M_0004	M_0509	M_1014	M_1519	M_2024	M_2529	M_3034	M_3539	M_4044	M_4549	M_5054	M_5559	M_6064	M_6569	M_70U	F_0004	F_0509	F_1014	F_1519	F_2024	F_2529	F_3034	F_3539	F_4044	F_4549	F_5054	F_5559	F_6064	F_6569	F_70U
LAMP	1	20141024	3100000000	울산광역시				2407.598151	1282.245642	1125.352509	92.518661	92.454307	82.43652	59.043807	28.992591	236.266399	216.563318	78.073313	117.811965	63.936863	17.709174	2.93991	44.971713	67.291857	81.235244	92.518661	88.57161	76.666103	51.224785	137.600848	222.215754	64.054846	27.188532	17.634094	21.214327	33.484507	71.313988	66.036952	75.336118	80.291384
LAMP	1	20141024	5000000000	제주특별자치도				2286.513652	1279.066224	1007.447428	99.795762	98.203353	84.81078	62.394553	100.602856	306.55449	195.044991	59.016467	27.096141	33.599161	2.036787	35.936056	41.019517	84.565794	48.389516	99.795762	95.8964	49.920678	15.602211	166.504111	147.640184	86.148676	8.814735	37.294368	22.768054	11.784511	45.082203	77.236627	80.931834	62.027074
LAMP	1	20141024	3600000000	세종특별자치시				2278.760755	1541.662021	737.098734	67.064586	67.064586	55.712661	54.71275	30.479625	137.681795	288.668282	245.025129	190.618234	46.689938	135.50552	61.182759	31.773627	67.064586	62.417943	67.064586	13.36351	67.064586	55.771479	23.221451	44.101935	31.832445	27.868094	26.538801	48.536832	64.88831	65.947039	66.770494	67.064586	67.064586
LAMP	1	20141024	4900000000	제주도				1469.27964	744.694199	724.585441	27.314391	27.314391	27.314391	27.314391	27.314391	27.314391	27.314391	382.401479	7.205637	27.314391	27.314391	27.314391	27.314391	27.314391	27.314391	27.314391	27.314391	27.314391	27.314391	27.314391	22.287203	27.314391	22.287203	27.314391	27.314391	27.314391	352.238343	27.314391	27.314391	27.314391
LAMP	1	20141025	4100000000	경기도				2671.478287	1396.5901	1274.888187	144.326419	137.78828	118.217301	89.33414	32.909538	166.16982	126.163822	70.578457	116.420696	95.537101	88.580488	99.995353	9.745635	51.750807	49.072243	144.479959	135.259385	113.682924	59.978747	121.216134	145.721899	74.604476	30.030984	77.53765	48.324183	32.202908	19.560729	76.497849	103.0835	92.70686
LAMP	1	20141025	1129000000	서울특별시	성북구			2584.123186	1444.289252	1139.833934	150.341734	144.055318	125.39807	102.406287	12.880218	125.476925	177.56681	54.978036	107.84916	92.713571	98.398848	112.70939	93.166252	33.465981	12.882652	150.341734	140.903591	121.657373	91.228001	67.448652	141.291534	67.232045	19.381779	41.536348	16.6876	15.258981	26.899682	68.540438	90.838598	80.587578
LAMP	1	20141025	1111000000	서울특별시	종로구			2573.559384	1447.185036	1126.374348	158.238985	150.943096	117.186578	80.626355	16.472034	101.489472	116.479919	68.60325	146.473842	149.514666	139.493239	134.193298	31.435904	17.391837	18.642561	158.238985	150.713797	124.435566	81.342915	11.510308	86.459939	70.377715	33.958197	57.453566	48.761036	68.095143	22.480199	49.835095	75.308172	87.403715
LAMP	1	20141025	1138000000	서울특별시	은평구			2568.043326	1406.856658	1161.186668	150.790028	146.632877	123.569508	95.7947	6.055667	86.154982	181.383973	57.422768	89.314416	115.318025	109.165441	148.262817	75.23553	4.82112	16.934806	150.790028	144.770978	124.673042	83.071299	80.743126	86.404409	110.233704	17.622456	37.501198	30.003209	21.641036	37.614574	51.033521	91.184041	93.900047
LAMP	1	20141025	2800000000	인천광역시				2583.446123	1379.150471	1204.295652	130.504361	124.74833	115.012789	77.627605	64.299824	222.213424	163.381283	73.354029	83.892031	46.739007	62.278525	52.076143	29.542917	71.2937	62.186503	130.100606	124.291582	104.934056	47.128967	118.476165	166.752638	98.111775	71.792001	26.712763	15.039199	26.604254	16.736315	66.057504	101.297739	90.260088
LAMP	1	20141025	1168000000	서울특별시	강남구			2650.93493	1454.012674	1196.922256	160.771015	155.734698	125.605044	95.106649	48.229193	93.585038	87.915243	122.179846	130.705025	103.544212	90.902995	118.728802	71.444785	33.804778	15.755351	160.771015	155.454203	133.165823	104.507983	10.532457	80.593988	106.941678	64.441846	86.254329	46.310476	35.812371	36.546703	28.887594	75.995119	70.706671
LAMP	1	20141025	1123000000	서울특별시	동대문구			2539.568763	1522.751251	1016.817512	159.235613	155.309979	125.704934	113.996901	25.623165	129.12009	160.628472	64.578775	98.115716	84.992702	101.831609	168.279391	83.693548	9.911027	41.729329	159.235613	151.500172	129.367607	87.340778	36.94281	77.683008	78.315367	9.225449	22.035415	24.552329	30.218516	47.93083	38.383043	73.910975	50.1756
LAMP	1	20141025	1135000000	서울특별시	노원구			2473.073335	1453.418461	1019.654874	136.783664	133.386809	121.306994	98.427615	5.581129	124.124626	95.680357	40.908428	70.09432	101.900257	108.333983	231.045734	139.244016	5.18325	41.417279	136.783664	133.92814	116.367344	71.628995	73.935067	126.000338	52.81231	5.139943	35.527591	10.618219	15.988228	1.862181	53.691973	100.013717	85.357164
LAMP	1	20141025	1141000000	서울특별시	서대문구			2643.265679	1340.804535	1302.461144	155.31469	146.08858	131.736851	94.895299	1.287064	139.612693	107.859022	58.656242	124.462248	84.564193	74.853821	108.528812	64.47995	12.442043	36.023027	155.31469	150.072725	119.344178	77.103433	95.164473	142.228959	92.620531	27.805058	82.982484	60.800825	31.833227	23.893237	64.688748	99.376283	79.232293
LAMP	1	20141025	1144000000	서울특별시	마포구			2610.555532	1418.191796	1192.363736	143.175611	141.022333	126.567952	112.839131	52.012367	92.484634	143.701894	94.280148	142.411264	112.502766	79.651899	128.445048	30.450831	5.315655	13.330263	143.175611	137.976313	121.983876	95.729932	8.809716	97.777553	144.29371	85.212305	72.951325	38.990384	23.459363	18.664642	53.978404	79.172427	70.188175
LAMP	1	20141025	1126000000	서울특별시	중랑구			2353.18412	1539.551586	813.632534	136.684737	134.630066	121.020665	97.208208	56.737896	73.313523	100.346987	30.862034	73.355063	77.886204	195.705459	241.576073	167.304343	16.03517	16.885158	136.684737	132.783098	120.838525	86.276591	5.349601	62.480964	40.831824	1.019773	5.796111	15.593346	40.662465	32.977419	40.652026	43.994462	47.691592
LAMP	1	20141025	1171000000	서울특별시	송파구			2531.599204	1554.966688	976.632516	146.968209	141.45263	125.230989	105.828563	20.715747	112.182746	125.352901	128.888339	100.989039	78.043786	155.527885	168.221476	98.303288	32.22347	15.03762	146.968209	134.167484	124.946529	100.076548	7.349796	70.725391	73.462862	22.381874	38.821477	5.136914	4.327864	36.172669	30.575815	88.228951	93.290133
LAMP	1	20141025	1114000000	서울특별시	중구			2450.913674	1545.772081	905.141593	135.976359	132.523328	114.25467	100.020935	38.253147	35.943461	129.708406	99.373304	175.064715	147.036278	184.559678	177.709368	62.449219	5.360967	7.538246	135.976359	124.948264	115.209393	93.769939	28.820902	12.490029	39.445274	62.417859	56.98221	14.988337	11.68862	10.239113	56.814495	71.73117	69.619629
LAMP	1	20141025	1120000000	서울특별시	성동구			2550.964478	1520.523068	1030.44141	169.037272	165.449465	99.809104	107.104006	34.099923	83.559058	134.848189	78.594854	87.935999	88.821482	121.887119	194.804031	116.445764	24.135423	13.991379	169.037272	159.342851	86.063489	84.980723	23.850355	65.404385	63.858233	40.688888	50.007094	32.69661	22.983838	54.819894	47.799659	79.938523	48.969596
LAMP	1	20141025	1150000000	서울특별시	강서구			2601.571318	1428.808225	1172.763093	145.259993	142.313145	132.134238	84.055584	2.725017	91.891746	107.362701	87.12358	73.441199	56.82834	108.68469	179.789692	148.422126	40.182737	28.593437	145.259993	142.9107	119.610132	89.76101	67.870837	104.649145	90.582034	61.469626	28.256185	11.11535	32.856544	7.53411	63.247558	115.799693	91.840176
LAMP	1	20141025	1130500000	서울특별시	강북구			2567.402147	1472.059283	1095.342864	155.816057	153.142564	130.767758	93.99377	10.662722	120.818716	133.715181	84.116499	85.969103	52.698467	134.630267	158.216219	102.763665	29.816775	24.93152	155.816057	145.12657	115.893088	86.148234	94.384327	110.963574	59.808345	23.850759	27.753341	18.997202	14.152617	20.383292	43.112171	82.658339	96.294948
LAMP	1	20141025	1132000000	서울특별시	도봉구			2510.782188	1481.412085	1029.370103	132.72833	130.424817	122.278723	96.168347	14.669206	153.91675	118.974294	38.686543	66.889958	57.321221	128.441692	210.409331	130.554219	43.960067	35.988587	132.72833	131.481081	117.636618	75.736851	68.242443	124.855851	80.788987	3.556218	12.774167	14.765868	7.07268	10.607852	69.352496	94.20393	85.566731
LAMP	1	20141025	1165000000	서울특별시	서초구			2572.932515	1440.60405	1132.328465	151.123859	146.569692	139.205699	105.442823	2.328634	72.156196	147.846178	140.100048	123.151175	134.804087	89.92329	100.0027	58.687011	8.667903	20.594755	151.123859	147.45535	131.71133	103.316347	8.294458	71.185118	93.178193	56.358226	52.52787	18.859406	54.627374	41.841539	30.040567	84.169065	87.639763
LAMP	1	20141025	1121500000	서울특별시	광진구			2513.912303	1522.790099	991.122204	140.556945	137.459893	126.148543	120.656551	33.50833	91.338647	147.352657	48.742326	93.836964	87.091506	171.797405	192.343917	111.445799	19.313864	1.196752	140.556945	135.220021	118.718201	105.378045	20.573074	72.192055	83.443101	33.416438	24.288963	18.973576	32.158664	28.023517	31.160773	81.45019	65.568641
LAMP	1	20141025	1117000000	서울특별시	용산구			2635.666014	1423.771559	1211.894455	149.240994	138.842492	130.212408	105.702762	35.472801	92.210046	191.577531	60.171699	128.193724	102.03976	81.304805	107.308815	46.014017	21.604685	33.87502	149.240994	144.876829	115.020564	91.198636	16.173264	100.96423	108.110291	77.328451	74.246648	41.081063	91.108663	6.350791	57.598703	77.656281	60.939047
LAMP	1	20141025	1162000000	서울특별시	관악구			2411.25318	1396.44838	1014.8048	126.913972	125.911797	112.013803	91.555319	34.744839	163.177967	260.437439	147.642057	53.159534	34.798112	72.328877	89.493872	45.186288	15.619644	23.46486	126.913972	124.172341	111.122	81.732245	0.229426	122.680411	115.709338	28.321505	50.435563	3.924962	18.330666	8.732455	62.262692	85.32153	74.915694
LAMP	1	20141025	1147000000	서울특별시	양천구			2563.731218	1403.640822	1160.090396	143.570019	140.165349	115.77285	95.701076	25.630361	82.008434	173.588451	50.480887	92.130837	121.149412	122.345372	124.574438	67.229419	9.390747	39.90317	143.570019	125.401602	128.231193	80.48439	86.288445	165.695114	72.298254	0.533178	22.332563	38.521285	19.777789	8.423801	59.048712	103.528253	105.955798
LAMP	1	20141025	1156000000	서울특별시	영등포구			2585.757371	1449.237456	1136.519915	138.611127	132.724023	123.586531	108.067876	24.077838	103.805447	170.43061	173.405366	126.963815	91.594389	85.915308	94.756366	40.165441	27.603859	7.52946	138.611127	135.12151	108.842769	85.439972	3.644595	113.717831	100.404239	77.64112	65.903317	7.968392	40.207045	22.67367	45.972455	96.361277	94.010596
LAMP	1	20141025	1174000000	서울특별시	강동구			2488.83116	1512.841945	975.989215	132.612703	131.069042	112.122742	101.432765	3.845241	135.219998	177.748609	67.94756	90.222536	56.16646	118.159277	190.329194	140.459394	9.675619	45.830805	132.612703	131.365707	105.757027	97.470535	7.646568	115.8463	73.830567	28.53644	18.293973	9.949489	21.979652	10.995357	41.647333	100.145543	79.912021
